"id","parent_id/id","main_name","name","description","excise_code"
"l10n_ua_product_classification.product_classification_79745","l10n_ua_product_classification.classification_2","","0206","Субпродукти  їстівні  великої  рогатої  худоби,  свиней,  овець,  кіз,  коней,  віслюків,  мулів  або  лошаків,  свіжі,  охолоджені  або  морожені:",""
"l10n_ua_product_classification.product_classification_79746","l10n_ua_product_classification.product_classification_79745","","","великої  рогатої  худоби,  морожені:",""
"l10n_ua_product_classification.product_classification_79747","l10n_ua_product_classification.product_classification_79746","","0206210000","язики",""
"l10n_ua_product_classification.product_classification_79748","l10n_ua_product_classification.product_classification_79746","","0206220000","печінка",""
"l10n_ua_product_classification.product_classification_79749","l10n_ua_product_classification.product_classification_79746","","020629","інші:",""
"l10n_ua_product_classification.product_classification_79750","l10n_ua_product_classification.product_classification_79749","","","інші:",""
"l10n_ua_product_classification.product_classification_79751","l10n_ua_product_classification.product_classification_79750","","0206299100","товста  діафрагма  і  тонка  діафрагма",""
"l10n_ua_product_classification.product_classification_79752","l10n_ua_product_classification.product_classification_79750","","0206299900","інші",""
"l10n_ua_product_classification.product_classification_79753","l10n_ua_product_classification.product_classification_79749","","0206291000","для  виробництва  фармацевтичних  продуктів",""
"l10n_ua_product_classification.product_classification_79754","l10n_ua_product_classification.product_classification_79745","","","свиней,  морожені:",""
"l10n_ua_product_classification.product_classification_79755","l10n_ua_product_classification.product_classification_79754","","0206410000","печінка",""
"l10n_ua_product_classification.product_classification_79756","l10n_ua_product_classification.product_classification_79754","","0206490000","інші",""
"l10n_ua_product_classification.product_classification_79757","l10n_ua_product_classification.product_classification_79745","","020610","великої  рогатої  худоби,  свіжі  або  охолоджені:",""
"l10n_ua_product_classification.product_classification_79758","l10n_ua_product_classification.product_classification_79757","","","інші:",""
"l10n_ua_product_classification.product_classification_79759","l10n_ua_product_classification.product_classification_79758","","0206109500","товста  діафрагма  і  тонка  діафрагма",""
"l10n_ua_product_classification.product_classification_79760","l10n_ua_product_classification.product_classification_79758","","0206109800","інші",""
"l10n_ua_product_classification.product_classification_79761","l10n_ua_product_classification.product_classification_79757","","0206101000","для  виробництва  фармацевтичних  продуктів",""
"l10n_ua_product_classification.product_classification_79762","l10n_ua_product_classification.product_classification_79745","","0206300000","свиней,  свіжі  або  охолоджені",""
"l10n_ua_product_classification.product_classification_79763","l10n_ua_product_classification.product_classification_79745","","020680","інші,  свіжі  або  охолоджені:",""
"l10n_ua_product_classification.product_classification_79764","l10n_ua_product_classification.product_classification_79763","","","інші:",""
"l10n_ua_product_classification.product_classification_79765","l10n_ua_product_classification.product_classification_79764","","0206809100","коней,  віслюків,  мулів  або  лошаків",""
